gene_name,SCZ.log2FC,SCZ.fdr
TJP2,0.002141127,0.968789814
TJP3,0.206217876,0.014731456
TK1,0.107612853,0.02726681
TK2,0.007005088,0.640416217
TKT,0.047078604,0.003570286
TKTL1,0.283613096,0.002549011
TLCD1,0.182895812,0.000961446
TLCD2,0.111373299,0.217267734
TLDC1,0.018273222,0.320518262
TLDC2,0.045441357,0.587233917
TLE1,0.059804047,0.000322159
TLE1P1,0.00171267,0.98626981
TLE2,-0.031632745,0.196667789
TLE3,0.040263307,0.090737742
TLE4,-0.037350153,0.163823169
TLE6,-0.021244014,0.78553654
TLK1,0.029791839,0.010481898
TLK2,0.00159263,0.918076908
TLK2P1,-0.01639202,0.801871459
TLL1,0.027235114,0.423571316
TLL2,0.034695307,0.17760343
TLN1,0.022670385,0.373587771
TLN2,0.013029506,0.446840373
TLR1,-0.100457834,0.067600087
TLR10,-0.144470579,0.021689647
TLR2,0.154362375,0.031315598
TLR3,-0.042774518,0.448414398
TLR4,0.072491698,0.107976622
TLR5,0.01642274,0.821900477
TLR6,-0.140434573,0.00732852
TLR7,-0.197356135,0.006567413
TLR9,0.128917518,0.409673933
TLX2,-0.236239086,0.000343866
TM2D1,-0.014155398,0.331626712
TM2D2,0.004805443,0.750446414
TM2D3,0.013838617,0.406432792
TM4SF1,0.036902824,0.664201147
TM4SF18,-0.122993304,0.014063981
TM4SF19-AS1,-0.000575297,0.995163507
TM6SF1,-0.034079858,0.109583117
TM6SF2,0.052161345,0.534441934
TM7SF2,-0.059477906,0.004071329
TM7SF3,-0.049272787,2.85E-05
TM9SF1,0.084155094,0.711120758
TM9SF1,0.001954383,0.935481627
TM9SF2,-0.02329422,0.017930694
TM9SF3,-0.012955497,0.271659517
TM9SF4,0.020465217,0.119148479
TMA16,-0.007778892,0.735550996
TMA7,-0.02494249,0.190487024
TMBIM1,0.147230572,0.000258383
TMBIM4,-0.020453266,0.369827565
TMBIM6,0.036514181,0.019979618
TMC1,0.027653554,0.685223035
TMC2,0.092880128,0.073032617
TMC4,-0.009638409,0.923557777
TMC5,-0.119977072,0.101539409
TMC6,-0.063990724,0.147632625
TMC7,-0.130657118,0.000773836
TMC8,-0.032538314,0.594129748
TMCC1,0.002099207,0.908826845
TMCC1-AS1,0.012375271,0.74034835
TMCC2,-0.019465236,0.404569329
TMCC3,-0.116358696,0.000889648
TMCO1,0.008200682,0.643343359
TMCO3,-0.013842144,0.487064942
TMCO4,0.074687143,0.030860635
TMCO6,-0.007600134,0.802690767
TMED1,0.014181551,0.578480199
TMED10,0.022243279,0.135891989
TMED10P1,0.105787041,0.399928696
TMED2,-0.020988741,0.029816115
TMED3,0.016051179,0.381087843
TMED4,-0.009352733,0.572111053
TMED5,0.038068577,0.063807504
TMED6,-0.062516784,0.452014314
TMED7,0.002684801,0.910217775
TMED7-TICAM2,0.152901986,0.42906843
TMED8,0.026221382,0.017367108
TMED9,0.022629075,0.136673766
TMEFF1,-0.041738833,0.192458031
TMEFF2,-0.07434841,0.000205161
TMEM100,0.196423428,2.4E-05
TMEM101,0.016554554,0.39980367
TMEM102,-0.0678472,0.337334593
TMEM104,0.009119772,0.76171785
TMEM106A,-0.15959363,0.000295738
TMEM106B,-0.00695713,0.691033759
TMEM106C,0.046924377,0.009399927
TMEM107,0.043234581,0.039052828
TMEM108,0.031511541,0.113061881
TMEM109,0.028408641,0.153292143
TMEM11,0.005643581,0.813482349
TMEM110,-0.053520404,0.001910011
TMEM110-MUSTN1,-0.059824949,0.279517891
TMEM115,0.01361497,0.40016001
TMEM116,0.012186714,0.577534389
TMEM117,-0.009302502,0.670417454
TMEM119,-0.23651205,0.000398798
TMEM120A,0.031415075,0.034684432
TMEM120B,-0.007758522,0.72435526
TMEM121,-0.013016902,0.67157152
TMEM123,-0.033136847,0.277493135
TMEM125,-0.190579612,0.001653866
TMEM126A,-0.011193337,0.657854145
TMEM126B,-0.022094041,0.059412311
TMEM127,-0.02610113,0.030628802
TMEM128,-0.015866912,0.589261322
TMEM129,-0.020202031,0.42903228
TMEM130,0.040113777,0.042555087
TMEM131,0.010645307,0.452014314
TMEM132A,0.050068184,0.002524995
TMEM132B,0.002885367,0.900698129
TMEM132C,0.072978498,0.000173747
TMEM132D,0.002582492,0.929518184
TMEM132E,0.045199157,0.114712597
TMEM133,0.036872678,0.321099165
TMEM134,-0.00631696,0.823138628
TMEM135,-0.01663039,0.234374468
TMEM136,0.002376448,0.937405912
TMEM138,-0.012604976,0.503162335
TMEM139,-0.112614783,0.091234989
TMEM140,-0.086164601,0.040815194
TMEM141,-0.006072875,0.83628346
TMEM143,0.020106402,0.494550784
TMEM144,-0.104390792,0.097769317
TMEM145,-0.016891841,0.481274588
TMEM147,-0.001068098,0.963702513
TMEM14A,-0.003780216,0.895270817
TMEM14B,-0.017829509,0.346165485
TMEM14C,-0.02652417,0.111148338
TMEM14E,0.037160175,0.552752371
TMEM150A,0.009111353,0.765597729
TMEM150C,0.016709552,0.399177633
TMEM151A,-0.064228275,0.00737656
TMEM151B,-0.056124701,0.002257064
TMEM154,-0.046625252,0.319773104
TMEM155,-0.117538339,3.54E-06
TMEM156,-0.222208395,0.000401127
TMEM158,-0.042983146,0.189860219
TMEM159,-0.023879284,0.579604129
TMEM160,0.024182017,0.723637828
TMEM161A,0.029620387,0.125163012
TMEM161B,0.008267835,0.594034928
TMEM161B-AS1,0.026662406,0.27865584
TMEM163,0.009403102,0.744117338
TMEM164,0.050360367,0.010223446
TMEM165,-0.030383048,0.286488314
TMEM167A,-0.040368867,0.000112962
TMEM167B,0.041388474,0.000515234
TMEM168,-0.012527566,0.508132547
TMEM169,-0.102515842,2.83E-09
TMEM17,-0.054108717,0.013536179
TMEM170A,0.016653187,0.372836193
TMEM170B,-0.002136975,0.922831562
TMEM171,-0.045663007,0.661820806
TMEM173,-0.11040428,0.00244135
TMEM175,-0.005402747,0.815394432
TMEM176A,0.29991593,1.51E-11
TMEM176B,0.281614493,4.14E-10
TMEM177,-0.033155604,0.086958717
TMEM178A,0.006548644,0.82088152
TMEM178B,-0.020873905,0.262697318
TMEM179,-0.056786244,0.001216552
TMEM179B,-0.02257973,0.392002521
TMEM18,-0.038294921,0.052406008
TMEM180,-0.058390528,0.000428706
TMEM181,-0.02400312,0.061755788
TMEM182,0.075417794,0.001724705
TMEM183A,-0.029915042,0.024933977
TMEM184B,-0.010137599,0.543725408
TMEM184C,-0.007119403,0.6324483
TMEM185A,0.007940197,0.69341839
TMEM185B,0.011048957,0.666041895
TMEM186,0.010314291,0.677823528
TMEM187,-0.000455564,0.990812863
TMEM189,-0.031075154,0.15116092
TMEM189-UBE2V1,0.06938812,0.764108276
TMEM19,-0.05430962,1.44E-05
TMEM191A,-0.003168518,0.936625557
TMEM191C,-0.073203542,0.068622652
TMEM192,0.035694288,0.005036677
TMEM194A,0.021411331,0.285712892
TMEM194B,-0.087619403,7.9E-05
TMEM196,0.057510247,0.006866623
TMEM198,-0.010294612,0.662681406
TMEM198B,-0.027107229,0.289478686
TMEM199,-0.03184548,0.005175432
TMEM2,0.01898534,0.474378879
TMEM200A,-0.052579775,0.154015583
TMEM200B,-0.139220676,0.000553962
TMEM200C,0.033673904,0.108060176
TMEM201,-0.024850789,0.141454673
TMEM203,-0.008646313,0.539302667
TMEM204,-0.045786707,0.364539755
TMEM205,0.009150193,0.555941465
TMEM206,-0.117786383,0.000422943
TMEM208,0.015314134,0.347096523
TMEM209,0.0294901,0.175458675
TMEM212,-0.040402469,0.72989615
TMEM214,-0.001666865,0.930923989
TMEM215,-0.156255491,0.025892059
TMEM216,0.022875379,0.479649061
TMEM217,0.014864219,0.853155369
TMEM218,-0.028644925,0.210796178
TMEM219,-0.001319749,0.954238515
TMEM220,0.021903018,0.681180161
TMEM221,0.021287238,0.475774537
TMEM222,-0.004033524,0.844824794
TMEM223,-0.040402233,0.013439742
TMEM229A,-0.053421106,0.094282532
TMEM229B,-0.075845061,2.43E-06
TMEM230,-0.028665837,0.038456568
TMEM231,0.032434416,0.036118179
TMEM232,0.002538477,0.935481627
TMEM233,-0.135502032,0.019128173
TMEM234,-0.049698345,0.005298691
TMEM235,-0.186539238,0.001768147
TMEM237,0.010787893,0.445286979
TMEM238,-0.147611718,0.071297993
TMEM240,0.00592907,0.853155369
TMEM241,-0.023729712,0.217515294
TMEM242,0.021103346,0.133726509
TMEM243,0.057449703,0.00547528
TMEM244,0.123174857,0.245822861
TMEM245,0.031245827,0.021361375
TMEM246,0.032274754,0.101261078
TMEM248,0.012020808,0.296355465
TMEM249,-0.001492972,0.986834717
TMEM249,-0.113354875,0.186764792
TMEM25,0.019797119,0.281260292
TMEM251,-0.022764877,0.200301887
TMEM253,-0.083299007,0.361712162
TMEM254,-0.001006456,0.972843825
TMEM254-AS1,0.015575759,0.696518664
TMEM255A,0.096716481,0.002754937
TMEM255B,0.065804576,0.380224237
TMEM256,-0.010072406,0.751177586
TMEM256-PLSCR3,-0.001864169,0.956195859
TMEM257,0.003460766,0.928830839
TMEM258,-0.016675242,0.447884625
TMEM259,-0.011217286,0.508328047
TMEM26,0.125683908,0.00973367
TMEM260,-0.021969103,0.134849853
TMEM261,-0.030859359,0.046221225
TMEM261P1,-0.014876314,0.865362318
TMEM27,0.03278265,0.746378498
TMEM30A,-0.01334324,0.231051025
TMEM30B,-0.133266612,0.045342811
TMEM31,0.105619909,0.205086591
TMEM33,-0.005410299,0.722243839
TMEM35,0.017344276,0.544887415
TMEM37,-0.044556282,0.689027893
TMEM38A,-0.079117853,5.24E-06
TMEM38B,0.009355652,0.793169544
TMEM39A,0.012855776,0.621969246
TMEM39B,-0.038141735,0.031734231
TMEM41A,0.011628907,0.552426067
TMEM41B,-0.001195119,0.956885773
TMEM42,0.004692964,0.858977942
TMEM43,0.026408702,0.041869638
TMEM44,0.119479345,4.81E-08
TMEM44-AS1,-0.03635889,0.431899794
TMEM45A,-0.016637051,0.797986503
TMEM45B,-0.178159845,0.003023394
TMEM47,0.080441021,0.011831584
TMEM5,-0.003015619,0.897655913
TMEM5-AS1,-0.001559819,0.988191743
TMEM50A,-0.046679388,1E-05
TMEM50B,-0.019833362,0.155643032
TMEM51,0.017329009,0.719031323
TMEM51-AS1,0.162125867,0.018924331
TMEM52,0.105022909,0.130796366
TMEM52B,-0.223824985,1.42E-05
TMEM53,0.037467113,0.040274042
TMEM54,0.058497258,0.019037358
TMEM55A,-0.014194437,0.466817706
TMEM55B,-0.005113012,0.763904317
TMEM56,0.060629056,0.00081205
TMEM57,0.022483604,0.053482124
TMEM59,-0.039435078,0.0006331
TMEM59L,0.022935735,0.203717881
TMEM60,-0.021610329,0.294504931
TMEM61,0.198318572,0.009315606
TMEM62,-0.007071124,0.710006937
TMEM63A,-0.106218412,0.04343214
TMEM63B,-0.020840464,0.188674114
TMEM63C,0.011246464,0.682698374
TMEM64,-0.037760521,0.051224263
TMEM65,0.006866217,0.79526621
TMEM66,0.000878591,0.963898653
TMEM67,0.016344216,0.430889184
TMEM68,-0.02101512,0.130852412
TMEM69,-0.05703634,0.000383875
TMEM70,-0.015521325,0.439887597
TMEM71,-0.068602404,0.238083332
TMEM72-AS1,-0.063496336,0.045649039
TMEM74,-0.01924374,0.514601889
TMEM74B,0.078434349,0.001284676
TMEM79,0.024980667,0.542668137
TMEM80,-0.056395695,0.015994348
TMEM81,0.082663944,0.002383848
TMEM86A,-0.110570047,3.78E-08
TMEM86B,-0.03385779,0.412038396
TMEM87A,-0.048436591,0.003983231
TMEM87B,0.007607471,0.723147057
TMEM88,-0.174839267,0.002247358
TMEM88B,-0.135841418,0.127158165
TMEM8A,0.006910969,0.805997482
TMEM8B,-0.02159056,0.212841087
TMEM9,0.048116524,0.000262958
TMEM91,0.020198206,0.465318266
TMEM97,0.009695487,0.752285868
TMEM98,-0.096343343,0.029242663
TMEM99,0.00155181,0.973373331
TMEM9B,-0.012794231,0.411072767
TMEM9B-AS1,0.052602124,0.468734722
TMF1,0.010200805,0.434240165
TMIE,0.021557559,0.639924726
TMIGD2,-0.131676754,0.081628127
TMLHE,0.028036414,0.19758607
TMLHE-AS1,-0.045040404,0.633444831
TMOD1,0.050790431,0.011025326
TMOD2,-0.021232957,0.056108151
TMOD3,0.019506967,0.352429227
TMOD4,0.124380585,0.181496224
TMPO,0.034795331,0.027053258
TMPO-AS1,0.073759297,0.067857964
TMPPE,-0.019394302,0.504944097
TMPRSS11D,0.012702006,0.876281869
TMPRSS3,0.532682964,4.21E-10
TMPRSS5,0.140348231,0.00249099
TMPRSS9,-0.140484807,0.066177382
TMSB10,0.025244098,0.28616908
TMSB15A,-0.064356186,0.543633041
TMSB15B,0.035303305,0.265354493
TMSB4X,-0.033624494,0.137978551
TMSB4XP4,-0.107605768,0.133986683
TMSB4XP8,-0.017873269,0.815394432
TMSB4Y,0.016087397,0.825276954
TMTC1,0.038438423,0.076518652
TMTC2,-0.052076867,0.075711675
TMTC3,0.020436748,0.181948094
TMTC4,-0.107020883,0.000522911
TMUB1,0.019479375,0.376538181
TMUB2,-0.013279352,0.287075953
TMX1,-0.005913116,0.836213474
TMX2,-0.03041136,0.006418109
TMX2-CTNND1,0.080671192,0.52810989
TMX3,-0.011088004,0.508884489
TMX4,-0.010556697,0.652029292
TNC,-0.0442693,0.682698374
TNFAIP1,-0.028839164,0.019288678
TNFAIP2,0.018964932,0.61653138
TNFAIP3,0.053812372,0.443003167
TNFAIP6,-0.122453593,0.041730684
TNFAIP8,0.017645985,0.792650249
TNFAIP8L1,-0.017027065,0.473528656
TNFAIP8L2,-0.181694795,0.007278867
TNFAIP8L3,0.048184383,0.033760108
TNFRSF10A,0.104263575,0.093761619
TNFRSF10B,0.133274574,5.15E-05
TNFRSF10C,0.1424711,0.084251917
TNFRSF10D,0.261133733,0.000127847
TNFRSF11A,0.014552372,0.697776457
TNFRSF11B,0.301183957,7.57E-06
TNFRSF12A,0.320960695,0.00017681
TNFRSF13C,-0.336155888,1.79E-05
TNFRSF14,-0.015331679,0.664201147
TNFRSF18,-0.229472688,8.94E-05
TNFRSF19,-0.052914409,0.058871014
TNFRSF1A,0.203541296,1.65E-07
TNFRSF1B,0.025483083,0.748116303
TNFRSF21,-0.010868912,0.586334294
TNFRSF25,-0.018103303,0.730959674
TNFRSF4,-0.077818336,0.323979578
TNFRSF6B,0.679125791,6.29E-06
TNFSF10,-0.379550973,8.16E-09
TNFSF12,6.31E-05,0.998379235
TNFSF13,0.101792652,0.019118643
TNFSF13B,0.105298508,0.002687417
TNFSF18,-0.000541308,0.99462935
TNFSF4,0.063358385,0.007301638
TNFSF8,-0.145296516,0.07737074
TNFSF9,0.070264841,0.086255325
TNIK,0.034156897,0.115163096
TNIP1,0.041313558,0.004043351
TNIP2,0.123880029,1.18E-06
TNIP3,-0.094058371,0.200637721
TNK1,-0.003680338,0.954309328
TNK2,-0.023631524,0.209524683
TNKS,0.022478946,0.076350043
TNKS1BP1,0.038313998,0.020950818
TNKS2,0.017631869,0.195108877
TNKS2-AS1,-0.027041874,0.831155846
TNMD,0.133863423,0.108486414
TNN,0.018580682,0.870818682
TNNC1,-0.006340717,0.95773043
TNNC2,0.052938213,0.348633891
TNNI3,-0.010557416,0.944623273
TNNI3K,0.02725551,0.481425258
TNNT1,-0.096200435,0.030493101
TNNT2,0.083995492,0.119780923
TNNT3,0.012858083,0.914729572
TNPO1,-0.018456066,0.179948013
TNPO1P1,-0.045528624,0.473449891
TNPO2,-0.000764799,0.963014469
TNPO3,0.035372495,0.004685695
TNR,-0.002734687,0.933148832
TNRC18,-0.036558693,0.033760017
TNRC18P1,-0.058968884,0.391771372
TNRC6A,0.005961479,0.696294697
TNRC6B,0.028885429,0.020902264
TNRC6C,-0.001769337,0.935470724
TNRC6C-AS1,-0.032994075,0.57017122
TNS1,0.048228657,0.090933748
TNS3,-0.082937803,0.026029371
TNXB,0.077801314,0.004423256
TOB1,0.041057073,0.141148047
TOB1-AS1,-0.006988182,0.877013219
TOB2,0.070939678,0.002509888
TOE1,-0.019400553,0.363879804
TOLLIP,-0.015200571,0.362387093
TOLLIP-AS1,0.003174496,0.962580932
TOM1,0.029562528,0.0254573
TOM1L1,0.019935492,0.399983438
TOM1L2,-0.01245637,0.401356594
TOMM20,0.010585573,0.618559033
TOMM22,-0.028645573,0.090999371
TOMM34,0.07306574,0.00076226
TOMM40,-0.006994708,0.71479132
TOMM40L,-0.022165227,0.172270245
TOMM5,-0.006566374,0.701898976
TOMM6,-0.012861087,0.528392256
TOMM7,-0.032115924,0.212179696
TOMM70A,-0.00607704,0.664378286
TONSL,0.012143964,0.759964007
TOP1,0.011391284,0.529742529
TOP1MT,0.010252866,0.743561502
TOP2A,-0.310518435,0.004586906
TOP2B,-0.006073545,0.71376761
TOP3A,7.83E-05,0.996598154
TOP3B,0.011127565,0.674569532
TOPBP1,-0.031194857,0.007114828
TOPORS,0.013982743,0.429269492
TOPORS-AS1,-0.045123085,0.082373066
TOR1A,-0.015593924,0.231114263
TOR1AIP1,0.003753881,0.852822299
TOR1AIP2,0.023141123,0.026904133
TOR1B,0.012368677,0.499530616
TOR2A,-0.016772101,0.460867227
TOR3A,0.038825312,0.007723713
TOR4A,0.007928871,0.918172314
TOX,0.039126321,0.119771016
TOX2,0.017926864,0.616993527
TOX3,0.028590546,0.446895979
TOX4,0.007561441,0.520506695
TP53,0.067016768,0.088110283
TP53AIP1,-0.048403284,0.4716431
TP53BP1,-0.006199928,0.691584394
TP53BP2,0.111142697,0.000918088
TP53I11,-0.021210126,0.57020099
TP53I13,0.067657377,0.001476115
TP53I3,-0.00545686,0.932223797
TP53INP1,-0.039016254,0.193890736
TP53INP2,-0.110152631,0.006690161
TP53RK,-0.042443932,0.001190616
TP53TG1,-0.036095355,0.130623635
TP53TG3,-0.076599263,0.617983744
TP53TG3C,-0.041902044,0.805675436
TP53TG3D,0.126708558,0.258282827
TP53TG5,-0.034128428,0.732038392
TP73,-0.120573123,0.046992613
TP73-AS1,0.005483231,0.799673416
TPBG,-0.020265889,0.69213751
TPBGL,-0.136302348,0.019553482
TPCN1,-0.011810717,0.693648304
TPCN2,-0.019173773,0.408010973
TPD52,0.015916338,0.446138036
TPD52L1,0.126286463,0.000241467
TPD52L2,0.019999025,0.149671681
TPGS1,-0.004703612,0.907345928
TPGS2,-0.008349421,0.630093612
TPH1,-0.0402879,0.626896964
TPH2,0.063414549,0.208995532
TPI1,0.021473472,0.230587852
TPI1P1,-0.012776473,0.888335892
TPI1P2,0.010823011,0.927212746
TPK1,-0.00348635,0.903807323
TPM1,0.036401832,0.012918121
TPM2,-0.004919072,0.944474125
TPM3,-0.005516721,0.741915678
TPM3P6,-0.038099675,0.771419339
TPM3P7,0.015767773,0.858519137
TPM3P9,0.060975028,0.108939654
TPM4,-0.010728643,0.585819636
TPMT,0.021945113,0.208187088
TPMTP2,-0.022945144,0.724222165
TPP1,0.085382698,0.001620792
TPP2,-0.038535805,0.000191592
TPPP,-0.058735671,0.001689505
TPPP2,-0.014076494,0.919299303
TPPP3,-0.015483619,0.771187974
TPR,-0.005736366,0.752759236
TPRA1,0.007496687,0.719428732
TPRG1,0.082740081,0.133984721
TPRG1L,0.015505657,0.383143987
TPRKB,-0.013763285,0.507682697
TPRKBP2,-0.076682864,0.321670549
TPRN,-0.029136052,0.267002911
TPSB2,0.119088365,0.456212676
TPST1,0.066491598,0.01120229
TPST2,0.055570879,0.002687417
TPT1,0.00966893,0.7046871
TPT1-AS1,0.010953614,0.683133453
TPT1P1,-0.026963329,0.815394432
TPTE2,-0.065514719,0.513404095
TPTE2P1,-0.033836404,0.569744707
TPTE2P5,-0.038037191,0.44123889
TPTE2P6,-0.059631779,0.618167869
TPTEP1,-0.019019809,0.790708209
TPX2,0.07796349,0.000915715
TRA2A,0.008269577,0.72796687
TRA2B,-0.010336906,0.540892095
TRABD,-0.003110379,0.91690125
TRABD2A,-0.060753472,0.066314699
TRADD,0.042103372,0.07402407
TRAF1,0.002300049,0.957409624
TRAF2,0.017932419,0.506312916
TRAF3,-0.060373668,7.18E-05
TRAF3IP1,-0.031500117,0.083987661
TRAF3IP2,0.148682528,6.62E-06
TRAF3IP2-AS1,0.004907983,0.829727908
TRAF3IP3,-0.173712315,4.63E-05
TRAF4,0.006552378,0.89131513
TRAF5,0.094226861,1.11E-05
TRAF6,0.040289228,0.00515727
TRAF7,-0.004739063,0.799350455
TRAFD1,-0.001122166,0.968710254
TRAIP,-0.05565871,0.18902821
TRAK1,0.016186337,0.101630926
TRAK2,-0.067452089,4.35E-05
TRAM1,0.000116221,0.996212067
TRAM1L1,-0.045404484,0.034550129
TRAM2,0.001838494,0.955127169
TRAM2-AS1,-0.034243764,0.136717242
TRANK1,0.034461271,0.181465421
TRAP1,0.060304517,3.89E-06
TRAPPC1,0.00439174,0.924001399
TRAPPC10,-0.036925545,0.006895336
TRAPPC11,-0.030532871,0.003625487
TRAPPC12,-0.007962305,0.631417377
TRAPPC12-AS1,0.025658455,0.779811079
TRAPPC13,-0.030199671,0.016902278
TRAPPC2,0.016309225,0.395404708
TRAPPC2L,-0.029932071,0.03655476
TRAPPC2P1,-0.008440058,0.747049797
TRAPPC3,0.00443235,0.819856444
TRAPPC4,0.002683435,0.909932834
TRAPPC5,0.032226865,0.186248475
TRAPPC6A,0.01409813,0.662987911
TRAPPC6B,0.015104201,0.316621796
TRAPPC8,-0.016171065,0.107527948
TRAPPC9,0.040181303,0.006334657
TRDMT1,-0.043869646,0.008718539
TRDN,0.016472938,0.846723515
TREH,-0.129250548,0.125910978
TREM1,0.271228683,0.013659135
TREM2,-0.244846509,0.001329749
TREML1,-0.153531096,0.109078612
TRERF1,-0.000694185,0.981436773
TREX1,0.005845994,0.890100647
TREX2,0.007916682,0.955851568
TRH,0.11315147,0.072024757
TRHDE,0.029111666,0.182465375
TRHDE-AS1,0.066296935,0.005681795
TRHR,-0.06213736,0.534951111
TRIAP1,-0.011924865,0.578934328
TRIB1,-0.059398653,0.251592817
TRIB2,-0.069793894,0.010166529
TRIB3,-0.006939265,0.898008175
TRIL,0.004732992,0.963014469
TRIM11,0.017814737,0.327920064
TRIM13,0.004791743,0.804516815
TRIM14,0.027717733,0.292279014
TRIM16,0.042579126,0.059318016
TRIM16L,-0.007137859,0.846531402
TRIM17,-0.032208986,0.320713554
TRIM2,-0.039835339,0.004006625
TRIM21,0.13391995,0.000209504
TRIM22,0.046639036,0.268692299
TRIM23,-0.008408682,0.575075662
TRIM24,0.022805737,0.130171741
TRIM25,0.120743465,5.41E-09
TRIM26,0.003591689,0.900779581
TRIM27,0.045794945,0.000192281
TRIM28,0.029210738,0.027987156
TRIM29,-0.006094698,0.959859926
TRIM3,0.007777914,0.662179114
TRIM32,0.012252305,0.459332038
TRIM33,-0.008883662,0.482490925
TRIM34,-0.056055731,0.65162566
TRIM35,0.01851542,0.2846247
TRIM36,0.005413153,0.857605483
TRIM36-IT1,-0.059985971,0.433725454
TRIM37,-0.016575939,0.364207194
TRIM38,-0.060365267,0.124903853
TRIM39,0.029226146,0.021113363
TRIM4,0.046409747,0.005839816
TRIM41,-0.024346113,0.226228644
TRIM44,-0.056777512,0.001656723
TRIM45,-0.022254065,0.3959532
TRIM46,-0.011512438,0.606257672
TRIM47,0.078796495,0.068638844
TRIM5,0.08676463,0.015446716
TRIM51DP,-0.152689542,0.212875508
TRIM52,0.036928591,0.059607235
TRIM52-AS1,-0.010995951,0.825969138
TRIM54,-0.063498413,0.194704048
TRIM56,0.030642756,0.508866887
TRIM58,0.057053521,0.254973939
TRIM59,-0.188775938,0.001234254
TRIM6,0.021811621,0.812439046
TRIM60P17,0.030902223,0.806991883
TRIM60P18,0.013732172,0.783636137
TRIM61,0.053535737,0.483164122
TRIM62,-0.002333218,0.954230659
TRIM65,-0.008184828,0.750206601
TRIM66,0.00730741,0.80268494
TRIM67,-0.107539078,0.000239365
TRIM68,0.046515115,0.00142874
TRIM69,0.049591757,0.0093305
TRIM7,0.102657667,0.001588647
TRIM71,0.017328632,0.683201416
TRIM72,0.016336124,0.849509593
TRIM73,0.077941657,0.030497216
TRIM74,0.100565772,0.203881389
TRIM8,0.02815747,0.074306991
TRIM9,-0.012190313,0.478525483
TRIML2,-0.088168007,0.28883841
TRIO,0.011555012,0.454011841
TRIOBP,-0.03206207,0.258468214
TRIP10,0.143412416,0.000740809
TRIP11,-0.010965378,0.570183467
TRIP12,0.012885513,0.1871779
TRIP13,0.053841581,0.137981349
TRIP4,0.023922448,0.141017834
TRIP6,0.048146976,0.090824263
TRIQK,0.018393284,0.269902862
TRIT1,0.019237881,0.370864278
TRMT1,0.027210412,0.048509782
TRMT10A,-0.035043423,0.082520758
TRMT10B,-0.015382774,0.40159469
TRMT10C,-0.02446816,0.073230572
TRMT11,-0.000975258,0.96948602
TRMT112,0.041466545,0.008319546
TRMT12,-0.001325776,0.957112347
TRMT13,-0.047981778,0.003088335
TRMT1L,-0.004930307,0.791655679
TRMT2A,-0.010105426,0.567132665
TRMT2B,-0.032088902,0.0824018
TRMT44,0.019934826,0.297415531
TRMT5,0.018464558,0.156024065
TRMT6,0.006826605,0.775947779
TRMT61A,-0.043596627,0.00545944
TRMT61B,-0.030732723,0.069323306
TRMU,0.00444698,0.843486763
TRNAU1AP,-0.004453573,0.834214344
TRNP1,0.073044171,0.000121781
TRNT1,-0.033325579,0.012113451
TRO,0.022564148,0.230790414
TROVE2,0.015188542,0.466796373
TRPA1,-0.025314511,0.792632718
TRPC1,0.004187265,0.851025027
TRPC3,-0.135614456,1.02E-05
TRPC4,0.087712324,0.000549134
TRPC4AP,0.006445283,0.726968256
TRPC5,0.004615196,0.906656771
TRPC5OS,0.163006594,0.019500937
TRPC6,-0.006403553,0.894326839
TRPM1,0.045058443,0.846002535
TRPM2,-0.043614762,0.021749206
TRPM3,0.01709605,0.630788525
TRPM4,0.004164639,0.907942782
TRPM6,-0.040373096,0.37014035
TRPM7,-0.012944823,0.337411506
TRPM8,-0.067044971,0.4651854
TRPS1,0.065953123,0.007475521
TRPT1,-0.027342952,0.185580579
TRPV1,-0.041297573,0.695313877
TRPV2,-0.016417187,0.809713941
TRPV3,-0.005324386,0.900490931
TRPV5,-0.089688092,0.321445031
TRPV6,-0.090220227,0.208267938
TRRAP,-0.00732748,0.636469865
