gene_name,SCZ.log2FC,SCZ.fdr
ST6GALNAC6,-0.00937138,0.656805598
ST7,0.036609378,0.006449387
ST7-AS1,0.007015458,0.943808217
ST7-AS2,-0.034824174,0.70030698
ST7-OT4,0.187288135,0.000349651
ST7L,0.010484982,0.521508892
ST8SIA1,0.006385487,0.801195171
ST8SIA2,-0.245496667,5.78E-05
ST8SIA3,0.003839088,0.890608556
ST8SIA4,-0.049617912,0.019070858
ST8SIA5,-0.032894469,0.202836293
ST8SIA6,-0.090421954,0.054212076
STAB1,-0.014012327,0.88484447
STAB2,0.05707156,0.585319559
STAC,-0.150874501,0.051149159
STAC2,-0.029230016,0.487956585
STAC3,-0.05047088,0.46818237
STAG1,-0.011590675,0.543469005
STAG2,-0.001906092,0.93230989
STAG3,-0.060529391,0.079304483
STAG3L1,-0.003167163,0.955153005
STAG3L2,-0.007801942,0.883403925
STAG3L3,-0.051975009,0.041912984
STAG3L4,-0.048335257,0.017866734
STAG3L5P,-0.081412268,0.034440022
STAG3L5P-PVRIG2P-PILRB,-0.083640777,0.027476125
STAM,-0.00100526,0.966527386
STAM2,-0.008065727,0.602574802
STAMBP,-0.042276194,0.001278771
STAMBPL1,-0.021204792,0.39914642
STAP2,0.123470006,0.000978216
STAR,0.025325924,0.417800216
STARD10,0.024085479,0.245384355
STARD13,-0.024476029,0.237888254
STARD13-AS,-0.132737268,0.073784718
STARD13-IT1,-0.080731343,0.284444764
STARD3,-0.004426278,0.840930572
STARD3NL,-0.00804764,0.612517752
STARD4,-0.048999498,0.059830313
STARD4-AS1,-0.111882955,0.004594889
STARD5,0.002678733,0.955087146
STARD6,0.057894391,0.599424782
STARD7,-0.013416569,0.291940697
STARD8,0.113548899,0.002766034
STARD9,-0.040984121,0.079758868
STAT1,0.070105415,0.017751551
STAT2,0.013188405,0.489140893
STAT3,0.107395148,2.03E-07
STAT4,0.092933079,0.005172179
STAT5A,0.101666294,0.000490384
STAT5B,0.030499442,0.00176404
STAT6,0.002795704,0.923046664
STAU1,0.012502656,0.208212906
STAU2,-0.030889336,0.008184185
STAU2-AS1,-0.040594051,0.646679339
STC1,0.332496945,0.006458521
STC2,0.115992811,0.086061108
STEAP1,0.101583424,0.007875303
STEAP1B,-0.021319483,0.716080154
STEAP2,0.083718855,0.000498101
STEAP2-AS1,0.098405831,0.207527937
STEAP3,0.075548004,0.099695395
STEAP3-AS1,-0.043307931,0.467455728
STEAP4,0.361916095,9.67E-06
STH,-0.029202588,0.783797429
STIL,0.000704623,0.981319314
STIM1,0.016105278,0.287902997
STIM2,-0.018122984,0.184514406
STIP1,0.057684345,0.032591886
STK10,-0.016144196,0.646783491
STK11,0.033991395,0.02475835
STK11IP,0.003911882,0.886000763
STK16,-0.006888462,0.722243839
STK17A,-0.034632206,0.057549697
STK17B,0.184096385,1.28E-05
STK19,0.014929898,0.427338182
STK24,-0.023265082,0.054212076
STK24-AS1,-0.043273398,0.541848283
STK25,0.00883205,0.454507112
STK3,0.053311555,0.01039106
STK31,-0.020682541,0.788484758
STK32A,0.008877822,0.791655679
STK32B,-0.031082281,0.453770062
STK32C,-0.004789202,0.849183833
STK33,0.047883522,0.163569272
STK35,0.04300425,0.009964631
STK36,-0.011777659,0.730622999
STK38,0.013708311,0.574913893
STK38L,0.017572481,0.293117877
STK39,-0.033696881,0.049301888
STK4,-0.006790678,0.676162584
STK40,-0.032490559,0.211901188
STMN1,-0.036484237,0.083658493
STMN2,-0.004485519,0.900281312
STMN3,0.007930409,0.707741309
STMN4,0.011279286,0.760027373
STMND1,-0.010299648,0.934618113
STOM,0.146530403,1.24E-05
STOML1,0.019110798,0.287478358
STOML2,0.00303279,0.862473121
STON1,0.008152324,0.900684638
STON2,0.190246713,7.59E-09
STOX1,0.074083554,0.006814332
STOX2,0.010014134,0.573452471
STPG1,0.022693172,0.286769001
STPG2,-0.013378853,0.848773868
STRA13,-0.025564744,0.312880068
STRA6,0.021149818,0.877424147
STRADA,0.018458022,0.21298642
STRADB,0.001053391,0.96597452
STRAP,0.025512245,0.02702031
STRBP,-0.020459929,0.207055829
STRC,0.033492245,0.432935288
STRIP1,-0.014829157,0.294486228
STRIP2,-0.02148739,0.427581217
STRN,-0.075762955,1.32E-05
STRN3,-0.003692197,0.807402477
STRN4,-0.037624017,0.000705807
STS,-0.022753907,0.343620896
STT3A,0.002832704,0.899492259
STT3B,-0.015026985,0.205028454
STUB1,0.002411044,0.90253739
STX10,-0.020882379,0.228917399
STX11,0.174973299,0.038034287
STX12,-0.024753878,0.018490592
STX16,0.010478263,0.508554687
STX16-NPEPL1,-0.05774571,0.369597928
STX17,-0.003943665,0.839017856
STX18,-0.001480813,0.946709877
STX18-AS1,0.015318606,0.55626594
STX19,-0.012161321,0.892338956
STX1A,-0.030477403,0.183230715
STX1B,-0.016085349,0.566052352
STX2,0.010471992,0.603403632
STX3,-0.012589197,0.487942508
STX4,-0.01508752,0.445511459
STX5,0.016615522,0.189901578
STX6,0.007462209,0.583951177
STX7,-0.020546122,0.032140024
STX8,0.00075906,0.973373331
STXBP1,-0.000573157,0.985990303
STXBP2,0.054356975,0.331907579
STXBP3,-0.033553901,0.032489401
STXBP4,0.029373732,0.208185917
STXBP5,-0.036411416,0.00594245
STXBP5-AS1,0.008754943,0.83635584
STXBP5L,-0.025513498,0.26450066
STXBP6,-0.017705712,0.428925677
STYK1,0.054031558,0.04690583
STYX,0.010395246,0.636716995
STYXL1,0.037633824,0.200845281
SUB1,-0.00278091,0.897115221
SUB1P1,0.089768731,0.363386268
SUCLA2,-0.015330214,0.313834009
SUCLA2-AS1,-0.008783058,0.932724574
SUCLG1,0.015481396,0.284388377
SUCLG2,0.048703563,0.107287103
SUCNR1,-0.444166772,1.38E-06
SUCO,0.009043122,0.560206898
SUDS3,-0.012955255,0.324787932
SUDS3P1,-0.066150175,0.173766885
SUFU,0.043028897,0.006322362
SUGP1,0.004184372,0.822373256
SUGP2,-0.035429229,0.004545536
SUGT1,0.021091405,0.171214765
SUGT1P2,0.022899301,0.772997842
SUGT1P3,0.006740397,0.904316895
SULF1,-0.097192968,0.003336528
SULF2,-0.030428332,0.180401409
SULT1A1,-0.028438181,0.389985472
SULT1A2,-0.017812695,0.871586401
SULT1A3,0.069344211,0.16956151
SULT1A4,-0.19623366,0.027203074
SULT1B1,0.120759573,0.105261367
SULT1C2,0.146087965,0.311298119
SULT1C4,0.097355148,0.023600395
SULT2B1,0.069691654,0.547067999
SULT4A1,0.030316609,0.115163096
SUMF1,-0.02790263,0.115455172
SUMF2,-0.03961175,0.018141331
SUMO1,0.005339164,0.707761345
SUMO1P3,0.007512496,0.955314609
SUMO2,-0.02054087,0.074954898
SUMO2P1,0.008862571,0.948900121
SUMO3,-0.001948022,0.927148037
SUMO4,0.011977766,0.893089797
SUN1,-0.013217388,0.321113859
SUN2,-0.020820167,0.604812821
SUN3,-0.074621319,0.451273629
SUOX,0.020917481,0.274741093
SUPT16H,0.008228405,0.595508768
SUPT20H,0.005311028,0.758317291
SUPT3H,-0.012090581,0.670417454
SUPT4H1,0.000913925,0.963702513
SUPT5H,0.023958973,0.06963824
SUPT6H,0.050681008,0.000235883
SUPT7L,0.011116429,0.328539275
SUPV3L1,0.008397266,0.616198337
SURF1,-0.041404813,0.227787284
SURF2,-0.014241715,0.62992439
SURF4,0.018254491,0.171210659
SURF6,-0.00075925,0.97839918
SUSD1,0.004132377,0.890372438
SUSD2,-0.029767476,0.738861449
SUSD3,-0.333403239,2.41E-05
SUSD4,0.013935476,0.507082573
SUSD5,0.014236702,0.605754226
SUV39H1,0.004861514,0.890247222
SUV39H2,0.0126844,0.516645283
SUV420H1,-0.011940771,0.417193932
SUV420H2,-0.002248908,0.955617548
SUZ12,-0.014186089,0.197079018
SUZ12P,-0.037543207,0.097255813
SV2A,-0.020744731,0.249862112
SV2B,-0.038497317,0.058491858
SV2C,-0.131454511,0.006797453
SVEP1,0.008032439,0.90253739
SVIL,0.059295652,0.120187365
SVIP,0.023224982,0.289929547
SVOP,-0.00563452,0.86827179
SVOPL,0.015580994,0.859461004
SWAP70,0.022339164,0.291851428
SWI5,0.00959142,0.709829031
SWSAP1,-0.086018295,0.02273433
SWT1,-0.013853137,0.455536575
SYAP1,-0.018919993,0.095033085
SYBU,0.027303008,0.077140638
SYCE1,0.017326136,0.826613842
SYCE1L,-0.006339629,0.95643445
SYCE2,0.00378275,0.976194366
SYCE3,0.031855543,0.829167422
SYCP2,-0.03354268,0.30671549
SYCP2L,-0.031075403,0.465638084
SYCP3,-0.105308019,0.03758426
SYDE1,0.07387454,0.026214444
SYDE2,0.042003007,0.088606423
SYF2,0.025976626,0.060522028
SYF2P2,-0.035056815,0.693021878
SYK,-0.19127978,0.003785714
SYMPK,0.020635795,0.070529763
SYN1,0.050779583,0.034444021
SYN2,0.024424402,0.292441873
SYN3,-0.031989749,0.273672404
SYNC,0.045631655,0.253706753
SYNCRIP,-0.010338852,0.448702024
SYNDIG1,-0.062983792,0.000206547
SYNDIG1L,0.017918644,0.717789054
SYNE1,0.016402874,0.34912928
SYNE1-AS1,0.065940629,0.449385746
SYNE2,-0.015162112,0.63154948
SYNE3,0.010825333,0.843199932
SYNE4,-0.001402059,0.98723702
SYNGAP1,-0.007040209,0.762080719
SYNGR1,-0.043815013,0.004362632
SYNGR2,-0.023497239,0.593764472
SYNGR3,-0.038273238,0.01347879
SYNGR4,-0.18899974,0.010490882
SYNJ1,-0.010031807,0.687691521
SYNJ2,-0.106073224,0.000918088
SYNJ2BP,-0.026397789,0.112053929
SYNJ2BP-COX16,-0.098947758,0.432420229
SYNM,0.057549855,0.002405181
SYNPO,-0.03793421,0.052148605
SYNPO2,-0.036990608,0.095033085
SYNPR,0.04771711,0.034513538
SYNRG,0.013669123,0.302330912
SYP,-0.011202077,0.701379624
SYP-AS1,-0.060491408,0.397637102
SYPL1,-0.078638834,0.00101012
SYPL2,0.078019124,0.158900126
SYS1,0.010448321,0.607378496
SYS1-DBNDD2,0.022639878,0.71479132
SYT1,-0.015409457,0.555849207
SYT10,0.090478781,0.047917846
SYT11,-0.019348659,0.186015009
SYT12,-0.084865868,0.001777378
SYT13,-0.010800721,0.630520528
SYT14,-0.033369969,0.046591332
SYT15,-0.052704131,0.224935792
SYT16,-0.021513059,0.439701047
SYT17,0.045985548,0.026160512
SYT2,-0.176234004,0.022910404
SYT3,-0.009663009,0.700667629
SYT4,-0.031423474,0.133933487
SYT5,-0.049626723,0.001903728
SYT6,-0.043042472,0.285924187
SYT7,-0.020290437,0.328714106
SYT9,-0.010541837,0.765793254
SYTL1,0.131078682,0.006594068
SYTL2,-0.030162698,0.290189292
SYTL3,0.081599495,0.056108151
SYTL4,0.137932993,0.018824109
SYTL5,0.051974636,0.097441696
SYVN1,0.005902032,0.80216068
SZRD1,0.007785359,0.763904317
SZT2,-0.036916679,0.002344793
TAB1,0.011429989,0.582339067
TAB2,0.051178057,0.000819522
TAB3,-0.017775154,0.193655018
TAC1,-0.081646548,0.072613487
TAC3,-0.012672334,0.823063795
TAC4,0.029464014,0.732229982
TACC1,0.009798247,0.528083963
TACC2,-0.00402667,0.869654915
TACC3,-0.125962176,1.07E-05
TACO1,0.038547411,0.004423256
TACR1,0.034151757,0.354639728
TACR2,0.018928423,0.716324709
TACR3,0.104520335,0.074670798
TACSTD2,-0.146595097,0.087572826
TADA1,0.014805718,0.297963178
TADA2A,-0.020480581,0.227085898
TADA2B,0.018585306,0.179678715
TADA3,0.006758154,0.710006937
TAF1,-0.002251572,0.897305507
TAF10,-0.044803375,0.000733461
TAF11,-0.027169695,0.029840381
TAF12,-0.0289163,0.079597592
TAF13,-0.057283435,0.005663211
TAF15,-0.008242134,0.756673618
TAF1A,-0.007617095,0.804830888
TAF1B,-0.019191154,0.220420306
TAF1C,0.000946764,0.976592165
TAF1D,0.020315252,0.269697129
TAF2,-0.0106697,0.434910293
TAF3,0.021525122,0.302284788
TAF4,-0.005965908,0.802035853
TAF4B,0.022975702,0.343296708
TAF5,-0.032115536,0.100270165
TAF5L,-0.015376166,0.315320113
TAF6,0.036951603,0.001933157
TAF6L,0.00534918,0.855788879
TAF7,0.015399217,0.21714137
TAF7L,0.106150105,0.013409754
TAF8,0.002373063,0.923073605
TAF9,-0.00776665,0.571129932
TAF9B,0.001970332,0.936061536
TAF9BP1,0.002008401,0.981867265
TAGAP,-0.211893813,5.94E-06
TAGLN,0.073241224,0.237049232
TAGLN2,0.105475394,0.006083907
TAGLN2P1,0.064973796,0.321156192
TAGLN3,0.034428184,0.143022843
TAL1,-0.181827222,7.97E-05
TAL2,-0.076368801,0.45472437
TALDO1,-0.037939749,0.02626418
TAMM41,0.003150899,0.932912797
TANC1,-0.040157041,0.130714649
TANC2,-0.004864832,0.806098409
TANGO2,-0.030973847,0.061303902
TANGO6,-0.012075601,0.397970532
TANK,-0.007272504,0.700307295
TAOK1,-0.002007436,0.897305507
TAOK2,-0.008190613,0.572820936
TAOK3,-0.034201413,0.010223446
TAP1,0.175344917,6.08E-06
TAP2,0.063415596,0.056052521
TAP2,0.029087344,0.892795606
TAPBP,0.001886474,0.936871605
TAPBPL,0.011664302,0.806991883
TAPSAR1,0.001868437,0.978703041
TAPT1,-0.005971996,0.697254404
TAPT1-AS1,0.063242068,0.017409175
TARBP1,-0.078696717,0.024124114
TARBP2,-0.042771673,0.014709144
TARDBP,0.019495692,0.266007735
TARS,-0.002193111,0.938567503
TARS2,0.040739809,0.004751155
TARSL2,-0.003841453,0.868684262
TAS1R3,0.050146699,0.437993317
TAS2R10,-0.099071893,0.069083965
TAS2R12,0.011289678,0.887063813
TAS2R13,0.035162327,0.59703784
TAS2R14,-0.039257859,0.140595941
TAS2R15,-0.040858046,0.293861347
TAS2R18,-0.052221228,0.401583486
TAS2R19,-0.077892057,0.193368185
TAS2R20,-0.003743,0.956857403
TAS2R3,-0.024842971,0.736809281
TAS2R30,-0.035300224,0.541266221
TAS2R31,-0.0601473,0.459296433
TAS2R39,-0.079245663,0.226951747
TAS2R4,-0.012879878,0.837600463
TAS2R40,-0.063651681,0.381125466
TAS2R43,-0.048073133,0.813252837
TAS2R46,-0.059789847,0.24191002
TAS2R5,-0.007019171,0.919055876
TAS2R50,0.017366536,0.804734585
TAS2R6,0.000478654,0.994729916
TAS2R63P,-0.049990919,0.623570504
TAS2R64P,-0.012913888,0.967146027
TAS2R67P,-0.124899845,0.045301925
TAS2R7,0.069270325,0.428894165
TAS2R8,-0.033966952,0.722452763
TAS2R9,0.040355502,0.643719886
TASP1,-0.034076808,0.077918004
TATDN1,-0.021993042,0.277607614
TATDN1P1,-0.002304154,0.98269929
TATDN2,-0.045010609,2.6E-05
TATDN2P2,-0.098360157,0.097441696
TATDN3,-0.021861772,0.2351912
TAX1BP1,0.014941119,0.181540646
TAX1BP3,-0.017540891,0.574482643
TAZ,0.006547343,0.776663932
TBC1D1,0.019588344,0.23350444
TBC1D10A,0.017295025,0.570437929
TBC1D10B,0.001917916,0.925703208
TBC1D10C,-0.079471075,0.182708398
TBC1D12,-0.079188416,0.000250593
TBC1D13,-0.023741659,0.094692254
TBC1D14,0.02021051,0.118656388
TBC1D15,0.029165024,0.009655747
TBC1D16,0.012892472,0.596620026
TBC1D17,0.014520526,0.446745876
TBC1D19,-0.029653427,0.039012078
TBC1D2,0.064175256,0.040893085
TBC1D20,-0.005484912,0.673434152
TBC1D22A,-0.009360528,0.563656227
TBC1D22B,-0.015928377,0.257695105
TBC1D23,-0.006819301,0.54749218
TBC1D24,-0.003447887,0.884233647
TBC1D25,0.00292057,0.900012207
TBC1D26,-0.003018512,0.978703041
TBC1D29,-0.035857586,0.715230389
TBC1D2B,0.045039306,0.001046629
TBC1D3,-0.03064563,0.795069121
TBC1D30,0.034324291,0.049377402
TBC1D31,-0.004737926,0.874503367
TBC1D32,-0.011401346,0.538288824
TBC1D3B,-0.009888248,0.947179659
TBC1D3C,-0.056177465,0.601904005
TBC1D3F,0.035706609,0.614781534
TBC1D3G,0.00686038,0.945872575
TBC1D3H,-0.013911449,0.91707569
TBC1D4,-0.043228745,0.008216272
TBC1D5,-0.022874237,0.018199261
TBC1D7,0.009714062,0.739458606
TBC1D8,0.01090714,0.660235878
TBC1D8B,0.010800693,0.801195171
TBC1D9,-0.014198072,0.398598997
TBC1D9B,0.001912468,0.923138393
TBCA,0.002469541,0.923894036
TBCAP1,-0.000142389,0.998786994
TBCAP3,-0.030838594,0.76916647
TBCB,0.009121011,0.625850053
TBCC,-0.011583657,0.545304094
TBCCD1,-0.05837224,1.36E-05
TBCD,-0.00160727,0.926881547
TBCE,-0.003796968,0.85335061
TBCEL,-0.045872936,2.67E-05
TBCK,-0.00756397,0.667159985
TBK1,0.001186706,0.947893592
TBKBP1,0.059943564,0.000157191
TBL1X,0.085849318,4.12E-05
TBL1XR1,-0.017526023,0.077165442
TBL2,0.007542165,0.682362988
TBL3,-0.000538686,0.981319314
TBP,-0.031614453,0.041693454
TBPL1,0.007603953,0.685114105
TBR1,0.003080687,0.9456387
TBRG1,-0.0304755,0.032612767
TBRG4,0.001971103,0.930764861
TBX1,0.132300821,0.120438223
TBX15,0.128617595,0.028974787
TBX18,-0.148971831,0.004512143
TBX19,0.111350168,0.054885427
TBX2,-0.099689956,0.022013849
TBX3,-0.014242722,0.838762148
TBX6,-0.019673864,0.815394432
TBXA2R,0.02831122,0.741579105
TBXAS1,-0.128010465,0.023620514
TC2N,-0.009634847,0.861825207
TCAIM,-0.001321731,0.94583256
TCAM1P,0.157215443,0.024555098
TCAP,-0.0184228,0.786425393
TCEA1,0.007537158,0.625850053
TCEA1P2,0.02522623,0.708103051
TCEA1P4,-0.033044175,0.613471982
TCEA2,0.022860946,0.089940734
TCEA3,0.111615486,0.001620792
TCEAL1,-0.002985078,0.893902926
TCEAL2,0.04695659,0.016122416
TCEAL3,0.017371253,0.577808468
TCEAL3-AS1,-0.031934479,0.717171402
TCEAL4,-0.007509516,0.779923516
TCEAL5,0.039398155,0.232229873
TCEAL6,0.04744414,0.076942973
TCEAL7,-0.059338731,0.000521129
TCEAL8,-0.013405971,0.289659245
TCEANC,-0.024927741,0.321303048
TCEANC2,-0.01840937,0.434992354
TCEB1,-0.018349328,0.151259955
TCEB1P19,-0.046009221,0.61744364
TCEB1P23,-0.030141471,0.75080785
TCEB2,0.008266874,0.859910947
TCEB3,0.001067991,0.954914942
TCEB3C,0.135288723,0.460867227
TCEB3CL,-0.132057161,0.492501921
TCERG1,-0.016153457,0.305386006
TCERG1L,-0.010026471,0.796238613
TCF12,-0.021040267,0.365743303
TCF15,0.160732162,0.015790878
TCF19,0.047071489,0.354309098
TCF20,0.000189553,0.990812863
TCF25,0.006651643,0.692537691
TCF3,0.00858044,0.729532856
TCF4,-0.017704996,0.187177929
TCF7,0.030704155,0.459434264
TCF7L1,0.035115214,0.541638854
TCF7L2,0.041451471,0.158081338
TCFL5,-0.009452316,0.776348716
TCHH,-0.01418335,0.824727599
TCHP,-0.030069599,0.061363661
TCIRG1,0.036270033,0.46929838
TCN2,-0.010039263,0.840972761
TCOF1,-0.010205795,0.579604129
TCP1,0.01618366,0.379422913
TCP10L,0.096871016,0.002714632
TCP10L2,0.008623282,0.950185118
TCP11,-0.017002717,0.88549356
TCP11L1,-0.024527759,0.160514979
TCP11L2,-0.048974314,0.105881041
TCTA,-0.071876304,5.04E-07
TCTE1,-0.05796208,0.210252075
TCTE3,0.136576037,0.062251889
TCTEX1D1,0.001285072,0.980570098
TCTEX1D2,-0.000178525,0.996173279
TCTN1,0.029574541,0.063594236
TCTN2,0.036802537,0.094207505
TCTN3,0.019499742,0.266570917
TDG,-0.058089833,0.001635681
TDGF1,-0.316185974,0.003086322
TDGF1P5,-0.076817622,0.20778441
TDGF1P6,-0.041327789,0.6100512
TDGF1P7,-0.060072567,0.548637088
TDH,0.001649279,0.985111644
TDO2,0.105660599,0.059429939
TDP1,-0.002056546,0.946784367
TDP2,0.008881491,0.571900277
TDPX2,0.044431054,0.690816661
TDRD1,0.030779891,0.711355126
TDRD10,-0.019817315,0.819494919
TDRD12,-0.047737996,0.584228466
TDRD3,-0.011271218,0.535770042
TDRD5,0.154405877,0.001778982
TDRD6,-0.027254315,0.451273629
TDRD7,-0.016111117,0.282562852
TDRD9,0.190146427,0.00012341
TDRG1,-0.029768174,0.76072424
TDRKH,-0.005668386,0.787658667
TDRP,0.019100202,0.30690216
TEAD1,0.037594107,0.136076821
TEAD2,0.080593129,0.114369291
TEAD3,0.199011852,4.02E-06
TEAD4,0.122299134,0.062026606
TEC,0.165478834,1.58E-05
TECPR1,-0.02458455,0.126096957
TECPR2,0.014784635,0.321609505
TECR,0.020315916,0.326031804
TECRP1,0.025723007,0.840555408
TECTA,-0.065877674,0.010090484
TEF,0.033361087,0.185235693
TEFM,-0.014932796,0.490165862
TEK,-0.004794911,0.910508932
TEKT1,0.100855055,0.070165533
TEKT2,-0.019680189,0.754683981
TEKT3,0.13318435,0.01155149
TEKT4P2,0.148327034,0.1322119
TEKT5,0.020798297,0.856523655
TELO2,0.021210552,0.310135291
TEN1,-0.038285168,0.216077245
TEN1-CDK3,-0.138491597,0.010104124
TENC1,0.009902507,0.769166339
TENM1,0.005420798,0.872813822
TENM2,0.043918501,0.013542881
TENM3,0.059523128,0.002142338
TENM4,-0.045296609,0.004602846
TEP1,0.043884886,0.060807274
TEPP,0.219339006,0.000964713
TERC,-0.009467844,0.917434299
TERF1,0.004940665,0.796501604
TERF2,0.009667766,0.482490925
TERF2IP,0.020188161,0.1346169
TES,0.057814257,0.302609185
TESC,-0.025098868,0.441715622
TESK1,0.013583434,0.366629743
TESK2,0.00044658,0.990884068
TESPA1,0.03055227,0.52843615
TET1,-0.03877667,0.185580579
TET2,-0.034341059,0.018152311
TET3,-0.065636731,0.005891672
TEX10,-0.010281508,0.470132885
TEX12,-0.01887215,0.855974353
TEX14,-0.02990996,0.636716995
TEX15,0.082635435,0.023066263
TEX2,0.010738056,0.459275277
TEX21P,0.049202502,0.590030218
TEX22,0.007975286,0.934074048
TEX26,-0.133737301,0.010048738
TEX26-AS1,-0.256736717,0.000361069
TEX261,-0.04755318,0.002867514
TEX264,-0.015777056,0.315599477
TEX29,0.056514133,0.40424257
TEX30,0.007266745,0.800412841
TEX40,-0.112138034,0.154623972
TEX41,-0.02455052,0.757727556
TEX9,0.087487727,0.000388852
TF,-0.230421434,6.51E-05
TFAM,-0.010883526,0.470014526
TFAMP1,-0.117638975,0.198264322
TFAP2A,-0.085277382,0.346695229
TFAP2C,-0.057729508,0.476983209
TFAP2E,0.044293817,0.266485043
TFAP4,0.04534519,0.046105601
TFB1M,0.025993315,0.284897855
TFB2M,-0.009039514,0.713081102
TFCP2,0.005144828,0.762499652
TFCP2L1,0.128322808,0.161562754
TFDP1,-0.027136953,0.054212076
TFDP2,-0.003293869,0.894368382
TFE3,0.013248826,0.379526475
TFEB,-0.014998712,0.720125555
TFEC,-0.096468781,0.10295129
TFG,0.005009133,0.786641532
TFIP11,0.026927651,0.090979784
TFP1,-0.017613601,0.80844236
TFPI,0.004976383,0.947179659
TFPI2,-0.004178099,0.979518031
TFPT,0.005928026,0.837619274
TFR2,0.011939861,0.776663932
TFRC,-0.06457984,0.049676847
TG,0.128323486,0.019238288
TGDS,0.011346821,0.648258842
TGFA,-0.07052644,0.049437517
TGFB1,0.066188342,0.111571339
TGFB1I1,0.013983895,0.827871368
TGFB2,0.138975073,8.38E-05
TGFB3,0.061469083,0.115988593
TGFBI,0.118507857,0.102298224
TGFBR1,0.007132,0.893390002
TGFBR2,-0.091241412,0.008873111
TGFBR3,0.142051486,7.02E-06
TGFBR3L,0.006793109,0.930875926
TGFBRAP1,-0.017503367,0.153010726
TGIF1,0.171230998,1.25E-05
TGIF2,-0.032307695,0.43516408
TGIF2P1,-0.047035451,0.655875853
TGM1,-0.016069497,0.840972761
TGM2,0.176386329,0.002137267
TGM3,0.000718995,0.994516457
TGOLN2,0.002135246,0.923739148
TGS1,0.020159354,0.204317319
TH,-0.234541487,0.00130151
THADA,-0.000459846,0.982894336
THAP1,-0.010575721,0.692606259
THAP10,0.061673149,0.00381899
THAP11,-0.002039756,0.926958561
THAP2,0.036707868,0.249980802
THAP3,0.01448524,0.481407197
THAP4,0.017916208,0.15999256
THAP5,0.005877086,0.731817642
THAP6,0.001429546,0.951223647
THAP7,0.002175411,0.930304473
THAP7-AS1,-0.015966176,0.787658667
THAP8,-0.007076171,0.86182369
THAP9,-0.01675332,0.466795326
THAP9-AS1,0.066084676,0.061002207
THBD,0.194372104,0.002286939
THBS1,0.195501857,0.003384162
THBS2,-0.088282297,0.052943903
THBS3,-0.063350158,0.007083059
THBS4,0.073150073,0.025414508
THEG,-0.040262818,0.742693835
THEM4,-0.020699867,0.312040673
THEM5,-0.112242506,0.164092832
THEM6,0.008920137,0.7171611
THEMIS,-0.097766236,0.061349001
THEMIS2,-0.00616311,0.908924476
THG1L,0.039440212,0.051334393
THNSL1,-0.000307078,0.98959123
THNSL2,0.157682213,0.084018732
THOC1,0.007147456,0.742452509
THOC2,-0.004331957,0.780967769
THOC3,0.02717129,0.459434264
THOC5,-0.011835762,0.488144582
THOC6,-0.046208289,0.032868397
THOC7,-0.015927222,0.323087992
THOC7-AS1,-0.08555314,0.182465375
THOP1,0.009174465,0.60851161
THPO,-0.057983042,0.166929319
THRA,0.021744858,0.125060674
THRAP3,0.015079747,0.327300718
THRB,0.021309729,0.274120534
THRB-AS1,0.007258935,0.91571724
THRB-IT1,-0.011965277,0.888660944
THSD1,0.019295632,0.666795346
THSD4,0.044937886,0.335621861
THSD7A,0.0056622,0.887136684
THSD7B,0.025114673,0.527435459
THTPA,-0.037473261,0.047189695
THUMPD1,0.011101726,0.322422332
THUMPD2,0.031510351,0.043029005
THUMPD3,0.017299543,0.189617557
THY1,-0.020686337,0.38202205
THYN1,0.028225441,0.0485504
TIA1,-0.040966771,0.003443093
TIAF1,-0.012191846,0.686794021
TIAL1,0.016704387,0.329291994
TIAM1,0.029749696,0.071804977
TIAM2,0.067245061,0.003086322
TICAM1,0.066641472,0.003230168
TICAM2,-0.046752063,0.518351198
TICRR,0.01007572,0.926224599
TIE1,-0.118961032,0.001056328
TIFA,0.084969675,0.029201568
TIGD1,0.002186498,0.946001786
TIGD2,-0.006198628,0.842783279
TIGD3,0.023418192,0.551660499
TIGD4,-0.018776809,0.65564514
TIGD5,0.010520351,0.733858582
TIGD6,-0.011946932,0.659332908
TIGD7,0.014637119,0.45989746
TIMELESS,-0.007053686,0.85958873
TIMM10,0.006458445,0.808757431
TIMM10B,0.115115276,0.397970532
TIMM10B,-0.038262434,0.00381899
TIMM13,-0.018285373,0.367856313
TIMM17A,-0.056959494,1.98E-05
TIMM17B,0.01796867,0.371480441
TIMM21,0.006480197,0.76946223
TIMM22,-0.005174458,0.802823284
TIMM23,-0.00323295,0.841402985
TIMM23B,0.024289411,0.843672704
TIMM44,-0.013720695,0.514870158
TIMM50,-0.006924934,0.635235274
TIMM8A,0.051634902,0.005686673
TIMM8AP1,-0.036075535,0.651976322
TIMM8B,-0.026586621,0.113289001
TIMM9,-0.001105097,0.966527386
TIMMDC1,0.013775613,0.442589073
TIMP1,0.208378639,0.000120485
TIMP2,0.063387593,0.002357649
TIMP3,0.092328664,0.004255602
TIMP4,-0.017642056,0.717057262
TINAG,0.050005166,0.517345319
TINAGL1,0.008271172,0.901290722
TINCR,0.115708582,0.002971594
TINF2,-0.019236578,0.154623972
TIPARP,0.132359263,0.000732244
TIPARP-AS1,-0.119763229,0.128741641
TIPIN,0.021687475,0.454304385
TIPRL,-0.010438124,0.485282264
TIRAP,-0.022719124,0.423571316
TJAP1,-0.029769148,0.343569706
TJP1,-0.024190897,0.21714137
